target,raw_text
0,sih diliat
0,kejadian paling lucu pas skak mati🤣🤣🤣
0,"Kalau boleh kasih masukan, ngetik dulu yg bener"
1,"gue udah cobain platform , alexis17 ! gampang maxwinnya"
1,"gak lama-lama , langsung gacir ! 𝐀𝐆u𝙎𝘛𝐎𝑇o-rezeki diduga !"
0,"Wow.....pantas ,untuk diperhitungkan..!!!"
0,wkwkw aneh yak liatnya?
0,Wkwkkwwkk.... emang bener 11/100
1,𝘼𝙇𝙀𝙓𝙄𝙎17 sih ? heboh banget ? .
1,"alexis17 ! tuh emang bener-bener beda sih , rtpnya super"
0,hari jumat gada video nih
0,gue pengen asistennya bilal asmek
0,Esia hidayah nyimak
1,"jepe brusan gates , auto wede"
1,gak ngalahin benefit main alexis17 .
0,Untuk selanjutnya si FUFUFAFA yg akan di ajak diskusi
0,"9:31 Gassskaaan Bang, Ziko Ngaber 😂"
0,"Hahahahaha..... 😂😂😂😂
Wkwkwk
Ketawa in mas wapresss ....😋😋🫢"
1,"jepe , wede gampang banget"
0,"Ijin like❌
Ijin dislike✅"
1,"bro alexis17 , ngadain giveaway nih , hadiahnya motor sport terbaru"
0,"Test dong isi full bensin dan listrik, bisa tempuh brp km aktualnya."
1,"terbaik kak , salam 𝐒𝐆𝐈𝟖𝟖"
1,Mulai hari dengan kesempatan baru di 🅱️UK𝐼𝑇 ８8𝟴
1,"semangat bosqu , terbaik λ l e x i s 1 7 ,"
0,Cinematic GD emang paling gokil abis anjir 🔥🔥🔥
1,alexis17 pelunas utang gw cok wkwkwkwk
1,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
0,15:29 apa an tu  🗿🗿🗿
1,pelayanan 𝑨𝑳𝑬𝑿𝑰𝑺17 cepet banget sih .
1,D 𝐎 𝘙 A 7 7 cuan banget
0, @gokil_2466  lah trus manggut2 dengan raut muka gitu tanda apa ?
1,ngopi muter digaruda hoki manteeb bat
0,You spit fire bro🔥🔥🔥
0,"15:29 : harusnya pake backsound ""eeeeeee A e e e e Aaaaaa"""
1,"wd gampang banget , nggak pake ribet"
1,"ketinggalan cuan , gaskeun pu lau tujuh tujuh tujuh ."
0,lambo lbwk?
1,terakhir gw main P U L A U W I N sih dikasih menang ya
1,"game-nya gacir , sketer nggak prnh zonk"
1,"Deg-degan banget nunggu JP di MANDALIKA-77-, akhirnya pecah juga!"
0,1 jt views maka 1 jt calon pembeli
0,"Izin nanya,alasan kaum 58 pilih pak Prabowo apa ya?😢"
1,"sebulan main alexis17 , hidup gue berubah 360 derajat !"
1,gak gelar sarjana menang alexis17 .
0,Info kak gua juga mau kabur dulu wkwk
1,ha​r​i auto gicir happy
1,🔥ＡＬＥＸＩＳ１７🔥 Jadi tempat pelarian paling asik. Beneran asik banget!
0,kereen sumpah ikut bangga
0,Nyambung ngga sih😂
1,"alexis'17 cba maen , jekpot gede"
1,gak skill khusus sukses alexis17 .
0,Beli mas Jeje langsung siksa di jalur offroad hehe....
1,alexis'17 perhatian . lihat ditawarkannya .
0,Akhirnyaaaaaa🎉
1,"𝘼𝙇𝙀𝙓𝙄𝙎17 emang daun banget , gila sih . sih ?"
0,ini tugas kuliah ya?
0,keren banget bang dipo 😱tapi lebih keren bumper depan di sangarin lagi
0,Garasi drift...keren bnget.
1,untung aja dikasih menang sama P U L A U W I N jadi bisa bayar kontrakan
1,𝘼 E 𝐑 𝙊 𝟾 8menawarkan pendekatan kolaboratif dan berbasis komunitas. 🥜
0,Ber tele tele
0,Terharu denger Pak Ahok. Thank you Bang Pandji buat sesinyaa
0,Tempo gak ada?
0,"Bau bau pildun wkwk😂😅
Mimpi😂😅"
0, @IsmailAdrian-f2e  tahu apa? Tahu bulat??
0,Keren banget bang
0,Pendukung Anies tapi suka pak ahok >>>>
0,Ga bisa dirubah tapi masih bisa diturunkan dari jabatannya
0,Ga mungkin si 😂ini aja pasti banyak cut
0,susah bro banyak kadrun ga setuju
1,𝘼𝙇𝙀𝙓𝙄𝙎17 tergacor .
1,"seminggu main alexis17 , gue udah bayar cicilan rumah !"
0,​@AdnanSaputra-f1c  Sdm rendah ya bgini..atau jngan buzeer..
0,ini yg punya gus itu ya?
0,Replikanya aja keren ya bang apa lagi yang original nya ya bang😂😂😂
0,waktunya yapping
0,omong opo bran gibran
0,Krn jubir kepresidenannya ga berfungsi & komunikasinya buruk
0,HAHAHAHAHAHAHAHAHAHAHAHA
0,Lah iya yah biasanya Jumat sore
0,Kurang satu nih personilnya
0,​ @Ser_Lakon Yg ngaco itu lhu..
0,Beda level huawei jauh di atas brand  comfortzone yg lain
1,udah langsung main di mandalika77 bang udah terjamin gacir banget zeusnya wkwkkwwk
0,Inilah pentingnya harus  membiasakan baca buku bukan baca teks😂
1,situs kasih sketer
1,"Wede aman, sketer sering keluar banget"
1,"sebulan main alexis17 , gue udah liburan raja ampat !"
0,Gk bakal ilang si kecuali kiamat
0,"50 juta cuman di bilang "" AJA "" 😂😂"
0,Kaya denger kake gw cerita pas lebaran..:hand-orange-covering-eyes:
0,Bonus dari paman dan bapak
0,tempo kaga di ajak anjayyy😂
0,@ mainset apaan dah zer buzzer? sibuk amat jawabin satu2 wkwk
0,"SIAPAPUN TOLONG RANGKUMIN, AKU NYERAH NONTONNYA"
1,"alexis17 ! emang top dah , ga bikin kecewa jaman batu sampe"
1,"𝖒𝖆𝖓𝖉𝖆𝖑𝖎k𝖆77 itu tempatnya para jagoan judi, jadi lu nggak cuma main, tapi juga bisa belajar dari yang pro!"
0,mio sih seru
1,"salut bang keren kontennya , salam jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
1,jepey gmpng banget 𝐒𝐆𝐈𝟖𝟖
1,"alexis17 , tuh emang bener-bener beda , sistemnya adil"
0,​ @AnggoroDps_9 lucu bgt plis argumen lu
1,Gue rela ninggalin platform lain demi fokus di ALEXIS⭐17⭐.
1,gila skete​r​ aktif banget ha​r​i
0,Mana sih video aslinya
1,Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener bikin ketagihan.
1,⭐𝘼𝙇𝙀𝙓𝙄𝙎17 lagi on fire parah!!.
0,9:33 gass mas bikin modifikasi motor bosan mobil terus😂
1,"bro tau ga alexis17 , udah support bank e-wallet minimal"
0,Bang review king Finix note 50 pro+ 5G
0,Ayo gess biar mereka gak dpt bonus
1,"rezeki alexis17 , makasih keberuntungannya !"
1,Wajib coba! ⚡ALEXIS17⚡ emang gak pernah ngecewain!
1,Paling bisa kasih orang bahagia s1tus ✩░▒▓▆▅▃▂▁𝐌𝐀𝐍𝐃𝐀𝐋𝐈𝐊𝐀𝟕𝟕▁▂▃▅▆▓▒░✩ ini.. padahal pemain baru udah di kasih kemenangan sebanyak ini...
1,🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 tempat paling uhuy!
0,Kan kmren dah soul out mas ke Mario marlin p 006
1,salut banget 𝘼𝙇𝙀𝙓𝙄𝙎17 !
0,Salfok sama rollroyce yg disebelah nya😭
1,"Hiburan yang bikin happy dan menguntungkan, cuma 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O yang bisa begini!"
0,Bang review Samsung note 20 ultra yang lagi murah banget di olshop
0,lebih keren dari BRZ wkkwkwk
0,Full sponsor😂
1,"seru banget main 𝐷e𝐖𝘈𝘋𝑂𝙍𝐴 , hiburannya seru , menangnya gacir !"
0,"Keren
NATURAL BANGET O'ON-nya."
1,"gue sih udah ga heran kalo alexis17 , trending instagram"
0,"Jersey kiper warnanya kuning, udh bnyak kesebar jg kyknya"
0,Bang coba bahas hp smangsum s 25 edge
0,pura pura ga liat😂
1,"kepo alexis17 , beruntung !"
0, @sandymartono7029  di kek i fakta g trimo wkwk buzzer2
0,Tumben banget😅
1,keren alexis17 gampang kasih maxwin
1,"modal , untung , 𝐷оrа𝟩𝟳.mantap banget !"
0,KOSONG BENER
1,"ok min , weton88"
0,Udah coba validasi datanya blm pak? Yakin gada gap?
0,"orng2 yg beli nih hp udh ga mandang servis nya lagi, rusak ganti baru"
0,"Ini baru aerox tanpa Ngorok, gokill Mr Atenk.."
0,torsi nya mas🙏
0,Ishowspeed beli 3 kemarin pas ke China 😢😢😢
1,aman ? 𝘼𝙇𝙀𝙓𝙄𝙎17 udah teraman ! .
0,6:07 bukannya mobil koh william itu ya?
1,sekali2 coba ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─ dikasih sensa 1:42
0,"No HP nya keren.
MAJU MAJU BOS BOS🎉"
1,gue rela begadang sampe pagi alexis17 .
1,epic moment 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
1,salam kuku ireng
0,sama saya juga..
0,Kenapa sya belum bisa liat peluang itu di raut wajah bapak
0,Krennnnnnnni🎉🎉🎉🎉🎉
0,si paling tau lo ye​ @ebonykkk-x7u 
1,epic moment 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
1,tau gitu aja main 𝘼𝙇𝙀𝙓𝙄𝙎17
1,✦✦𝐦𝐚𝐧𝐮𝐭𝟖𝟖✦✦berlari mengejar kebahagiaan
0,Belimbing sayur .. ngerti apa ..
0,Aduuuh Pandji Pandji.. Belum ada setengah jam udah mau skak mat 😅
1,𝐷 𝘖 𝙍 𝐴 𝟽 𝟽 menawarkan pengalaman daring berbeda .
0,bang tolong coba beli hp ip di toko pstore dan Riview
1,"ketahuan , bilang dо𝘙𝐀 𝟽𝟩 gacir banget !"
0,bro you tell too many facts and realities
0,Om review mobil koenigseg jesko yg baru datang di TDA dong 😅
0, @angeliart_ buzzer hoam bgt. jangan obvious bgt lah
0,"Ngelantur itu otakmu, karena gak bisa nangkep."
0,sepertinya ini editan karena jawaban sama pertanyaan ga sesuai🤣
0,wapres ganti AI aja
0,Penonton ke 507
1,Jangan tunggu lama! Modal kecil 4:10 bisa jadi besar bareng M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳.
0,kek 50 jt itu daun aja. Negara uda kere
0,16:09 masa iya NA pake intercooler😏
1,"sebulan main alexis17 , gue udah beli furniture !"
1,temen kantor sampe penasaran gue happy — ya 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 .
0,Ayoo jadi ngabers lah😅
0,suatu saat gw mau beli. .
0,Gox bang karbida
0,Komen basi gini
0,Ganteng banget mobilnya mass✨
0,Meded pisan bro mantaaaaaapppp 🤟🤟🤟🤟
0," @arcturus1893  Biasa orang tua emang gitu, yang ditanya apa yang dijawab apa"
0,MENYALA WIIII 🔥🔥🔥
0,Bang Ziko modif motor langsung Rata kanan pasti😂😂
0,Kurang tidur kebanyakan main PS doang
1,"bosen , rame gara-gara p͎u͎l͎a͎u͎w͎i͎n͎ ."
0,Najwa sihab the real MVP tanyanya berbobot jawabanya narkoba 😅 kasihan
1,orang bilang alexis17 tuh bener-bener asli .
1,"berkah rezeki berkat 𝐀h𝑀𝘈𝐃𝐓о𝑇o , puji syukur !"
0,gua udah beli tadi
1,"alexis17 , tuh emang bener-bener beda sih , rtpnya tertinggi pasaran"
1,terimakasih rekomendasi link gacirnya kakak mandalika77
0,Crosstrek mana bang
1,"Swert Bonanja gacir pol, puas banget"
1,"alexis17 , tuh emang bener-bener ngubah hidup gue , susah makmur"
0,Dan aakhirnya david jajal huaweiiii 🥰😍
0,gas modif motor di channel ziko 9:31
0,Cara ngelihat angka dislike gmn ya?
1,gak takut ditipu kalo main alexis17 .
0,Menyakiti mobil emnga elu😂😂😂 wan wan
0,Buahaha saya hanya mampir baca koment videonya saya pause 😂
1,𝐷оrа𝟩𝟳 menyediakan bentuk hiburan unik sukai .
1,"alexis'17 cba , langsung bawa pulang cuan gede"
0,ini setengah nyindir?
1,"𝘼𝙇𝙀𝙓𝙄𝙎17 tuh emang bener-bener beda sih , rtpnya gila-gilaan"
1,👍 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓 👌
1,"Rezeki hari ini datang terus dari 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O,senang banget rasanya!"
0,Jual ginjal sana pasti bisa kebeli 🤣🤣
0,Usia produktif tapi lapangan kerja suram. 😂😂😂
1,ga sia sia maen dialexis17 beneran gua wd
0,Ribet bngtt sii konsepnya
0, @AnggoroDps_9  joget dulu dong boy
0,JOE BIDEN versi LOKAL
0,Om blh tau knp hummer jarang atau g ada yg pake off road
0, @anwarproyek3899 jadi mau anda presiden yang jago ngibul itu om?(anies baswedan)
0,"Fix abis ini gua bklan beli..., 


Seblak 😌"
0,Lambo LBWK nih
1,Gw paling demen gas di 🚩𝐒𝐆𝐈𝟖𝟖🚩 wkwkwkww seru. Harus sering2 sih ini mah
1,oke mandalika77 gas gas gas
0,Buset jud0lnya banyak bgy
1,𝐏𝐋𝐔𝐓𝐎𝟖𝟖 emang berbeda
1,"CS ramah, proses gampang, pokoknya oke"
1,"Baru seminggu join ALEXIS⭐17⭐, gue udah bisa beliin ortu tiket umroh!"
1,"ertepe-nya tinggi banget, nggak nyesel maen"
0,2 orang marah-marah :_LOL::_LOL::_LOL::_LOL::_LOL:
0,buseh komen nye udh terwakili semua 😅😅😅😅😂😂😂😂
0,"Hello, lelaki sejati bro, sedikit bicara banyak bertindak,"
1,"modal , untung , 𝑺𝑼𝑯𝑼𝟑𝟐𝟖 . mantap banget !"
1,orang bilang alexis17 tuh bener-bener ngebantu ekonomi .
1,alexis17 ! tuh emang bener-bener ngasih peluang orang sultan sejati
1,The best tahun ini di 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓 pasti byar!
0,salut bgt para jurnalis bisa nahan diri buat ga gebrak meja
0,"24:21 INI GIMANA GUA SKAT, LU MATI 😂😂😂"
1,orang bilang alexis17 tuh bener-bener ngubah financial .
0," @larchy1324  iyaa emang laksana paling TOP, karoseri lain mah ecek ecek"
0,prabowo stress
0,Bikin pusing pala
0,Over fender kiri kenapa ada gap mas ? Yang kanan bisa rapat...
1,"3 bang , salam jepe 𝐒𝐆𝐈𝟖𝟖"
0,"Cuan ni buzzer2 pasti.,"
0,Kesini cuma buat dislike doang
0,"Best, ini gokil banget sih🔥👍🏻"
1,"Makswin brusan di Gates, GG banget"
0,Bang kalo geber geber mobil gitu tetangga gk komplain kah?
1,"jepe mulu , nggak prnh zonk"
0,"Kayak nya kalo di tanya masalah joged oke gas, bakal lebih nyambung"
0,Diundang kok mas. 😊
1,Rasakan keseruan dan hadiah besar di GGWP88!
1,lancar lancar bang salam jepe 𝐒𝐆𝐈𝟖𝟖
1,"seminggu main alexis17 , gue udah ganti kulkas pintu !"
0,"Lebar, panjang,  Gagah kuadrat lah pokonya"
1,9:11 bang jam segitu menang w 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
0,"ini mah cuma OMON OMON, ndusma"
1,penjelasannya detail mudah dimengerti . alexis17 paham .
1,"sebulan main alexis17 , hidup gue berubah total !"
0,Mobil dipo gimna tuh
0,OMON2 ISI KOSONG
0,"anjay, pagi² dapat notif Skakmat Ahok."
0,"@kristiansutanto  ya rakyat yang mau milih, kan kita ga tau jg kedepannya gimana"
0,Wkwkwkwkkwkwwk
0,Gabisa nyetir pula saya
1,emang gak se-mantep alexis17 deh .
0,Katanya yg warna hitam lbh bertenaga. Bisa arogan ala2
0,@KingPizzaSuper  paham... Tp kita bisa berbuat apa mas...
1,sukaaa bangettt 𝗦𝗚𝗜𝟴𝟴
0,Mr A still the best
0,percuma yang danain kampanye nya kan...
0,"Ngeri2,gabisa nerima kritik,Soeharto v2"
0,Gak cocok buat jadi mobil mobil😅😂
1,"menang berkat pawpaw4d , pilihan !"
0,Main ke SKAKMAT atau MALAKA PROJECT lah pak🎉
0,18 menit bisa kelar ini episode 😂😂
0,Setia samsul hadir
1,kayak aja keseruan 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .
1,", rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan ."
0,"ada laahh .serinya. "" satu""  tp 0 nya. ntah brp ..??😃🤭🤭"
0,Bang...ajarin cara nge drift dongg..😁
0,Napoleon 250 pakai kenalpot modif
0,Vidio di pause lihat komen
0,Swap engine ayla turbo
1,gue rela ninggalin nongkrong fokus alexis17 .
0,Ikutan jamaah dislike😂😂😂
1,gak skill marketing sukses alexis17 .
0, @Adipatijoyokarto  kasian amat akal sehat lo
1,"Baru seminggu join ALEXIS⭐17⭐, gue udah bisa beliin ortu kulkas baru!"
1,"seminggu main alexis17 , gue udah ganti drone !"
0,"Out of topic, kamera yg nge shoot ke arah pandji ngga nge-record ^^"
0,Ziko pngen jadi ngabres😂 9:40
1,𝘈𝘎𝙐𝙎T𝙊T𝐎memberikan kesempatan untuk mencoba sesuatu yang baru.
0,"Bonus Demografi ❌
Bonus Nepotisme ✅"
1,emang gak se-worth it alexis17 sih .
0, @AnggoroDps_9  sudut pandang keluarga koruptor yg anda maksud
1,keuntungan а𝘎𝙐𝙎𝐓ot𝑂 membeli rumah mudah .
0,jangan beli bakso 3 bulan ke depan brooo
0,Wih Ada Subaru BRZ Driftng Dengan Suara Paling Gokil V8 💨💨💨💨🔥🔥🔥
0,Pengen liat konten crostrack mas dipo crash
0,Ada aja yang beli di Indonesia 😂
1,"bener-bener situs terpercaya , recommended"
0,Benar sekali... Yg nyinyir cuman kelompok yg hati nya jahat
0,Persiden prabowo itu negarawan sejati brow❤❤❤
1,gw demen gas 𝗦𝗚𝗜𝟴𝟴 wkwkwkww seru . sering2 sih mah
0,GASSS BIKIN KONTEN MOTOR
0,bg tecno common 40 pro yg layar lengkung
0,MasyaAllah
1,"dapet cuan ngopi tuh goals , pu lau tujuh tujuh tujuh wujudin !"
1,"swert bonanja gacir , wede 5 juta"
1,Kok bisa ya nama ＰＵＬＡＵＷＩＮ ada di mana-mana?
0,combine gmc ganteng
0,Realme 14 5G bang❤❤❤
1,Mulai hari dengan semangat positif di ＭΛＮDALIKΛ𝟟𝟟
1,Sering banget dapet sketer di sini
0,Baru juga kemaren upload. Udah crash berat
0,"0:32 kaget dikit ""minggir lu miskin"" 😂😂"
1,nyari2 uang rokok malah dikasih uang jajan seminggu hahaha emng terbaik nih MANDALIKA77
1,"Jepe lagi hari ini, wede gampang banget"
0,1:18:45 APA PAK??? KERUKUNAN???? YANG MEMULAI JUGA KALIAN HEY! :face-red-droopy-eyes:
0,Kereennn........ bageetttt bang 💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥
0,"mc nya paid actor ajg,glazing parah,nge mc mah mc aja bro"
0,20 menit langsung SKAKMAT!!!
1,"Muadah mudahan bermanfaat ,,aku kan coba di mandalika77 ,, real asik mainnya"
1,gue sih udah ga heran kalo alexis17 ! trending sosmed
0,Opo seh cok raimu
1,tau rahasia sukses anak muda jaman now ? ya alexis17 !
1,"nyimak abang , weton88 cair mulu"
1,"kalo alexis17 , pusing ?"
1,bro tau ga alexis17 ! udah support bank e-wallet
0,Moh gua kalau ada anisnya bacot doang kerja kgak
1,"Sukses mulai dari sini, M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 tempatnya!"
0,Mungkin om ziko ga ngeliat🗿
1,gak ngalahin serunya main alexis17 .
0,Intinya ini 2:16 - 2:26
0,Ya ndak tau ko tanya sama saya..
0,Ahok-anis kaya nya cocok 2029
0, @fachrezaa1764 wkwkwk dia menghilang bang
0,"Review barang aneh bang , up!!"
1,"wede aman , petir merah bikin mekswin"
0,Mana episode crostrek
1,bng coba game zeus x 1000 𝗦𝗚𝗜𝟴𝟴 gampang bet pecah
0,Tolongggg itu kamera sama layarnya cakep bgt gilakk ❤❤😭😭
1,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !"
0,yaelah masih 4thn lg pula😢😢
0,21:19 Wih Closinganya Video Pake Mesin V8 🔥🔥🔥🔥
1,emang gak obatnya sih ketagihan main alexis17 .
0,inflasi terendah😅yang 17.200 tuh apa ya
1,"Modal kecil berubah jadi keuntungan besar di А𝐺𝙐𝘚𝐓О𝐓𝐎, amazing banget!"
1,"modal receh , lgsng mekswin gg"
0,Luar biasa
0,mestinya udah kelar ini menit ke 24 🤣🤣
0,Revolusi akan Terjadi Indonesia akan bubar di bawah Pemerintahan dia
0,​ @tiramusi info daftar nya dimana bang 😂
0,naikan gaji DAMKAR
0,Salam dari jwaselatan
1,menang a 𝘌 𝐑 o 𝟾 𝟪-bikin mimpi kenyataan !
0,Gue yakin anies atau ganjar bisa jadi lebih ngejawab dari ini bapak2
0,"​ @AnggoroDps_9  coba jelasin wir, apa yg lu tangkep dari prabowo"
1,"Dari anak kecil sampe orang tua, semuanya ngomongin 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝."
1,"Swert Bonanja gacir, modal kecil jepek"
0,8:12 Quick Change BullDognya Hilang 1 Murnya
1,"gacur banget , auto wede"
1,"orang menang alexis17 , gak peduli background lo ."
0,"Ayo mas, bangun motor juga 😊😊😊"
0,"58% akan membela, walaupun tau itu salah"
0,kapan bisa review vivo x200 ultra bang penasaran bang😢
1,gacir gitu loh di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈
0,Gg lu bang😂🔥
0,"Parah Forza tidak dikenali,,"
0,Mba nana paling greget..tpi sayang jawaban tdak sesuai harapan
0,Kakinya Ridwan knp
0,Besok beli ahhh😃
0,❤ 🆆🅴🆃🅾🅽88 ❤
1,yg tunggu2 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
0,Hp hp lipet tipis gini. Jadi pengen iseng matahin😅😅😅😅😅😅😅😅😅
0,"Solusinya adalah  ,lah kok tanya saya 😂😂"
1,"gampang u​r​usannya , cs-nya santai"
1,"modal dikit , lsg makswin cuy"
0,"Soal makan gratis,,sampai di NTT pas bapak udah selesai masa jabatan😂😂😂😂"
0,"5 kali ""GAK NGEHH PAK AHOK"" 😂😂"
0,Pertama dapet apa om?
0,Mantap fufufafa
1,malem gue nungguin update alexis17 .
1,"Gak nyangka bisa dapat segini dari 𝐀𝘟𝐋7𝟳𝟽, auto traktir sekeluarga!"
0,Buset ring kamera nya aj make bahan baja 😮
1,"jepe kali maen , lgsng suka"
1,"wede , gacir banget sih"
0,Berkat ntn ini jd dpt nick name baru utk pak wowo: macan sirkus😂
0,42:35 Pinter cari uang kalah dengan pinter hemat uang
0,realisasinya?
0,"10:16 ""HP lu lipet berapa Bosss??"""
0, @gema_17  buzzer nyuruh belajar guys tepuk tangan in dulu yuk 👏🏾
1,"mantap , gak nyangka 𝘼𝙇𝙀𝙓𝙄𝙎17 se-booming , keren abis !"
0,akhirnya yang di tunggu tunggu🔥🔥🔥
0,Mang eak?
0,"Satire berkedok berita 🔥
Semoga awet acara ini"
1,"kerennn contentnya bang , cari situs 𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
0,Sama nyesel gw pilih si Wowo
0,Dalam mimpi
1,gue udah nemu jalan ninja gue : a.l.e.x.i.s.1.7
1,"mantap ! bermain weton88 , rezeki mengalir deras !"
0, @angeliart_  heheh yakinnn? Eh kepala babi apakar upps🤣
1,"maen swert bonanja , sketer terus-terusan"
0,"7 ribu Dislike pemirsa, hahaha"
0,akhirnya keluar juga episode yang ditunggu2 🎉😊
0,Dislike disembunyikan
0,Main halma aja bisa bertiga sekaligus.😂😂😂
1,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !"
1,"seminggu join alexis17 , gue udah beliin ortu smartphone !"
0,Thankyou bang
1,"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 maxwin, pecah terus"
1,"hasil gacir main 𝘼g𝐔𝘚t𝙊𝘛𝘖 , nggak mengecewakan !"
0,Harga nya brapah om ? insyaallah tahun depan saya beli
1,"gue sih ga nyesel gabung 𝘼𝙇𝙀𝙓𝙄𝙎17 , nyesel ga lahir"
0,Kox lebih fokus kekomen dari pada video 😂😂😂
0,youtube napa jdi promosi judol ya?
0,Nasib driftpig gmn?
1,gw demen gas alexis17 wkwkwkww seru . sering2 sih mah auto jepey !
1,"Gue nyari resep mie goreng, yang keluar malah iklan P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟."
0,ini baru episode skakmat disini seru permainan catur nya wkwkwkwk
1,"Gak pernah kecewa main di mandalika77, slt mereka selalu on fire!"
0,Betul lo papap
1,lo gacor wkakakakakakak
1,Makin cinta deh sama 🪐 𝑨𝑳𝑬𝑿𝑰𝑺17 🪐.
0,24:50 Magnum pride
0,Remuk kayanya kmaren bang
0,Boikot gibran
0,ada solusi kagak?
0,"judi online, sekarang spam di youtube 🤬"
0, @RezaArdiansyah69  lah emang ngapa?bapak bapak dia wkwk
0,Info sppi yang real mba
0,TIM YANG LANGSUNG BELI
1,🔥ＡＬＥＸＩＳ１７🔥 Selalu kasih vibe positif. Beneran asik banget!
1,"sebulan main alexis17 , hidup gue berubah drastis !"
0,komen seru2
1,temen gue ketagihan alexis17 .
0,Motor sport era 90'an bang
1,seru bang di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳! Alhamdulillah rasa pensaran ku terjawabkan juga setelah mampir disni M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳! dan jamin bakalan H0k1
0,Klo sdh sakit hati memeng sulit
1,"dapet jakpot 10 juta , lgsng cair"
0,50juta an aja😅😅😅😅
1,happy banget hasil 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 bikin hariku ceria .
0,"Coba hitung, brp kali om mobi & om fitra nyanyi lagu seali on 7"
1,gue rela ninggalin game fokus alexis17 .
1,𝘼𝙇𝙀𝙓𝙄𝙎17 tergacor .
1,"main dе𝐖а𝘋𝘖𝑅𝘈 bikin kantong tebal , rezeki melimpah ruah !"
1,Gak ada yang bisa ngalahin sensasi main di ALEXIS⭐17⭐.
0,Apa itu iphone
1,busett cerahh banget 𝐒𝐆𝐈𝟖𝟖 encess koinya ngasih mulu
1,"Langsung tarik semua kemenangan dari 𝘈𝘎𝙐𝙎T𝙊T𝐎, buat liburan!"
1,"Baru wede 2 juta, prosesnya gampang banget"
0,Serah luu ae🤦🏻
1,Mulai langkah baru di 2:34 M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳
1,terima kasi rezekinya  ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴
0,Sudah terlihat jelas waktu debat capres kemarin kualitasnya 11/100
1,gak pusing mikirin biaya kuliah anak kalo udah join alexis17 .
0,"Ambil hp nya, langsung ludahin bang😂😂"
1,"alexis17 , emang ga matinya , rame jackpot"
0,"Tanya dong, 1. Pajaknya phev mahal nda ya?
2. Perawatannya ribet nda?"
0,​ @RezaArdiansyah69 loh ini yt emng gk ngehasilin duit bro?
1,cuman 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖 sihh no debat tmenku smua main dsini...jossss
0,"Ga seru ah, ga nyerang pemerintah sm jkowi"
0,15:38 ganggu banget ada mobil tot tot nyepil
0,"apapun pertanyaannya, AI jawabannya"
0,Belum puas mandangin kegantengannya tolong 32:02
0,44:16 macannya udah ompong pak.
0,Ini mah ngehina
1,"alexis17 ! emang ga duanya , pelayanan super kilat , wd lancar"
0,0:33 minggir lu miskin😂
1,"rezeki melimpah alexis'17 , makasih !"
0,MAKASIIIII KO🫡
1,P𝘂𝗹𝗮𝘂777 tampil dengan desain modern
1,gacu​r​ ha​r​i bikin semangat
1,"Baru maen, lgsng gacor parah"
1,Gk lain dan gk yang bukan ̠✌ 𝑨𝑳𝑬𝑿𝑰𝑺17  ✌】 selalu di bahas.
0,Normal gak sih nton vdeo gni langsung pen mkn
1,Gak perlu pusing mikirin biaya wedding kalo udah join ALEXIS⭐17⭐.
0,Nonton ny dari huawei matepad 😄
0,"THE KING of AEROX,"
